,added_by,apc_fun_url,apc_funding,can_deposit_be_waived,country,country_inclusive,country_names,creators,date,date_made_open,date_of_deposit,datestamp,deposit_of_item,dir,documents,embargo_hum_soc,embargo_sci_tech_med,eprint_status,eprintid,gold_oa_options,iliege_hefce_model,journal_article_version,last_revision,lastmod,locus_of_deposit,making_deposit_open,mandate_content_types,maximal_embargo_waivable,metadata_visibility,open_access_waivable,open_licensing_conditions,policy_adoption,policy_colour,policy_comments,policy_effecive,policy_url,policymaker_name,policymaker_type,policymaker_url,repository_url,research_process_comments,rev_number,rights_holding,rights_retention_waivable,source_of_policy,status_changed,succeeds,title,type,uri,userid,waive_open_access
93,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92411,required,disk0/00/00/05/35,,not_specified,not_specified,archive,535,not_specified,not_specified,author_final,42116,42337.81009,institution_repo,required,"['manuscript', 'other']",not_specified,show,yes,not_specified,10/3/2013,blue,"Policy applies to library faculty; states that ""peer-reviewed manuscript or published version"" may be deposited; deposit isn't specified as mandatory, but the work that is provided is made ""publicly available""; policy grants a nonexclusive license",10/2/2014,http://scholar.colorado.edu/openaccess.html,University of Colorado Boulder,research_org_subunit,http://www.colorado.edu/,http://digitool.library.colostate.edu/R/KU5QP19484T6LLSQMI9MJKDTUG4TEXNPM7V1Q1DHKRPYGYD1Y8-00382?func=collections&collection_id=2382&local_base=GEN01-UCB,See also http://ucblibraries.colorado.edu/ScholarlyCommunications/oa/oaresolution.htm for a wider resolution,7,author_retains,not_specified,faculty,12/15/2014 22:10,,University of Colorado Boulder,article,http://roarmap.eprints.org/id/eprint/535,332,yes
94,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,42121.44145,required,disk0/00/00/07/51,,not_specified,not_specified,archive,751,not_specified,not_specified,author_final,,42209.35535,institution_repo,required,['manuscript'],not_specified,show,not_specified,not_specified,4/6/2015,,,,http://guides.lib.udel.edu/scholcom/openaccess,University of Delaware,research_org,http://www.udel.edu/,http://udspace.udel.edu/,,8,author_grants,not_specified,faculty,4/27/2015 10:35,,University of Delaware,article,http://roarmap.eprints.org/id/eprint/751,727,yes
95,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,acceptance,acceptance,41988.92411,required,disk0/00/00/05/37,,not_specified,not_specified,archive,537,not_specified,not_specified,author_final,,42209.35487,any_repo,required,['manuscript'],not_applicable,show,yes,not_specified,4/4/2012,green,"The policy ""grants to the University of Hawai`i at Manoa nonexclusive permission to make available his or her scholarly articles and to exercise the copyright in those articles for the purpose of open dissemination""",8/22/2012,http://manoa.hawaii.edu/ovcaa/admin_memos/pdf/memo_04042012_openaccess.pdf,University of Hawaii-Manoa,research_org,http://www.manoa.hawaii.edu/,https://scholarspace.manoa.hawaii.edu/,"Verified by Beth Tillinghast 
Email: betht@hawaii.edu
28/10/14",7,author_retains,not_applicable,faculty,12/15/2014 22:10,,University of Hawaii-Manoa,article,http://roarmap.eprints.org/id/eprint/537,1,yes
96,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,other,other,41988.92411,required,disk0/00/00/05/38,,not_specified,not_specified,archive,538,not_specified,not_specified,not_specified,41038,42209.35487,institution_repo,other,['manuscript'],not_applicable,show,yes,no_req,11/21/2011,black,"Policy is limited to library faculty; ""bibliographic information and an electronic copy of each article to UIC’s institutional repository [will be provided] within 30 days of publication""; policy grants a nonexclusive license",,http://researchguides.uic.edu/libraryoapolicy,University of Illinois Chicago Circle,research_org_subunit,http://www.uic.edu/uic/,http://indigo.uic.edu/,,5,none,not_applicable,faculty,12/15/2014 22:10,,University of Illinois Chicago Circle,article,http://roarmap.eprints.org/id/eprint/538,1,yes
97,EOS,http://library.kumc.edu/authors-fund.xml,institutional_funding,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,on_deposit,other,41988.92411,required,disk0/00/00/05/40,,not_specified,not_specified,archive,540,not_specified,no,not_specified,40220,43212.87792,institution_repo,required,['manuscript'],not_specified,show,no,not_specified,4/30/2009,green,"""faculty members will provide bibliographic information and an electronic copy of each article within 30 days of publication""; policy grants a nonexclusive license",4/30/2009,http://policy.ku.edu/governance/open-access-policy,University of Kansas,research_org,http://www.ku.edu/,http://kuscholarworks.ku.edu/,"Verifed by Laura Ada Emmett
Email: aemmett@ku.edu
10/11/14",16,author_grants,yes,faculty,4/22/2018 21:04,,University of Kansas,article,http://roarmap.eprints.org/id/eprint/540,5536,not_specified
98,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,embarg,41988.92412,not_specified,disk0/00/00/05/41,,not_specified,not_specified,archive,541,not_specified,not_specified,published,,42209.35488,institution_repo,other,['etd'],not_applicable,show,not_applicable,no_req,,black,"Thesis policy: language of policy is not available, only the info page for students; ""students have the option to provide free online access to their 
theses/dissertations""",,http://www.research.uky.edu/gs/CurrentStudents/theses_prep.html,University of Kentucky,research_org,http://www.uky.edu/,http://uknowledge.uky.edu/gradschool/,Also referenced FAQs: http://uknowledge.uky.edu/cgi/viewcontent.cgi?article=1006&context=uknowledge_docs,6,not_mentioned,not_applicable,not_specified,12/15/2014 22:10,,University of Kentucky,article,http://roarmap.eprints.org/id/eprint/541,333,not_specified
99,EOS,,not_mentioned,no,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,other,other,41988.92412,required,disk0/00/00/05/42,,longer,longer,archive,542,not_specified,not_specified,published,,42209.35488,institution_repo,other,['etd'],not_applicable,show,not_applicable,no_req,,black,Thesis and dissertation policy; students can embargo for 1 or 6 years or indefinitely; policy grants a nonexclusive license,,http://www.gradschool.umd.edu/current_students/electronic_thesis_and_dissertations_at_um.html; http://www.gradschool.umd.edu/images/uploads/ETDStyleGuide_NOV2013.pdf,University of Maryland College Park,research_org,http://www.umd.edu/,http://drum.lib.umd.edu/,"Original policy not found, but graduate student handbook provides some information",6,none,not_applicable,not_specified,12/15/2014 22:10,,University of Maryland College Park,article,http://roarmap.eprints.org/id/eprint/542,334,yes
100,,http://www.library.umass.edu/services/writing-and-publication/soar-fund/,other,no,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']","[{'name': {'lineage': None, 'given': 'Erin', 'honourific': None, 'family': 'Jerome'}}]",42703,not_mentioned,publication,42709.53257,required,disk0/00/00/11/87,"[{'language': 'en', 'placement': 1, 'eprintid': 1187, 'files': [{'hash_type': 'MD5', 'mtime': '2016-11-29 20:36:41', 'datasetid': 'document', 'fileid': 4839, 'objectid': 105, 'uri': 'http://roarmap.eprints.org/id/file/4839', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': '7e39b2ca201a5e12c4e787a799cee6eb', 'filesize': 13791, 'filename': 'OAPolicy.docx'}], 'rev_number': 1, 'uri': 'http://roarmap.eprints.org/id/document/105', 'main': 'OAPolicy.docx', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'docid': 105, 'format': 'text', 'security': 'public', 'pos': 1}, {'language': 'en', 'placement': 2, 'eprintid': 1187, 'files': [{'hash_type': 'MD5', 'mtime': '2016-11-29 20:56:51', 'datasetid': 'document', 'fileid': 4843, 'objectid': 106, 'uri': 'http://roarmap.eprints.org/id/file/4843', 'mime_type': 'text/plain', 'hash': '56f310fcb0329fbdb80742df075473a6', 'filesize': 1003, 'filename': 'indexcodes.txt'}], 'rev_number': 1, 'uri': 'http://roarmap.eprints.org/id/document/106', 'main': 'indexcodes.txt', 'mime_type': 'text/plain', 'docid': 106, 'format': 'other', 'relation': [{'type': 'http://eprints.org/relation/isVersionOf', 'uri': '/id/document/105'}, {'type': 'http://eprints.org/relation/isVolatileVersionOf', 'uri': '/id/document/105'}, {'type': 'http://eprints.org/relation/isIndexCodesVersionOf', 'uri': '/id/document/105'}], 'security': 'public', 'pos': 2, 'formatdesc': 'Generate index codes conversion from text to indexcodes'}]",not_specified,not_specified,archive,1187,permitted,not_specified,author_final,,42709.53257,institution_repo,required,"['manuscript', 'book_section']",not_applicable,show,yes,other,7/1/2016,,,,http://www.library.umass.edu/services/writing-and-publication/open-access-policy/,University of Massachusetts Amherst,research_org,http://www.umass.edu/,http://scholarworks.umass.edu/,,4,author_grants,yes,faculty,12/5/2016 12:46,,University of Massachusetts Amherst,article,http://roarmap.eprints.org/id/eprint/1187,3127,yes
101,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,other,41988.92412,required,disk0/00/00/05/44,,not_specified,not_specified,archive,544,reccomended,not_specified,not_specified,,42209.35488,institution_repo,other,['other'],not_applicable,show,yes,no_req,3/5/2013,black,"Library faculty policy; submit ""scholarly work"" to IR ""as soon as possible after acceptance for publication""; policy grants a nonexclusive license",,http://library.uncg.edu/services/scholarly_communication/open_access_policy.aspx,University of North Carolina Greensboro,research_org_subunit,http://www.uncg.edu/,http://libres.uncg.edu/ir/,,6,none,not_applicable,faculty,12/15/2014 22:10,,University of North Carolina Greensboro,article,http://roarmap.eprints.org/id/eprint/544,335,yes
102,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,other,41988.92412,required,disk0/00/00/05/45,,12m,12m,archive,545,not_specified,not_specified,published,,42209.35488,institution_repo,recommended,['etd'],not_applicable,show,yes,no_req,,black,"""student shall electronically submit the completed thesis/dissertation to the UNF Graduate School Office along with hard copies of the license agreement and signed Certificate of Approval page by the posted deadline""; “Excepted from this policy are works produced as part of cooperative degree programs” and “works produced as part of the requirements of 
particular courses but not uniformly required for the successful completion of the requirements for 
a degree.”; policy grants a nonexclusive license",,http://lgdata.s3-website-us-east-1.amazonaws.com/docs/1652/740785/Thesis_deposit_policy_and_guide_2012_rev.pdf,University of North Florida,research_org,http://www.unf.edu/,http://digitalcommons.unf.edu/,,6,none,not_applicable,not_specified,12/15/2014 22:10,,University of North Florida,article,http://roarmap.eprints.org/id/eprint/545,336,yes
103,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,other,other,41988.92412,required,disk0/00/00/05/46,,not_specified,not_specified,archive,546,not_specified,not_specified,other,43186,43264.41663,any_repo,recommended,"['manuscript', 'book', 'book_section', 'other']",not_applicable,show,yes,no_req,2/1/2012,green,UNT is committed to providing long-term stewardship and preservation of works of scholarship and to providing the broadest possible access to published works of scholarship produced by members of the UNT community in the course of academic activities.,2/1/2012,https://policy.unt.edu/policy/06-041,University of North Texas,research_org,http://www.unt.edu/,https://digital.library.unt.edu/explore/collections/UNTSW/,UNT also makes theses openly available: see http://tgs.unt.edu/new-current-students/theses-and-dissertations,12,author_grants,yes,faculty,6/13/2018 9:59,,University of North Texas,article,http://roarmap.eprints.org/id/eprint/546,930,yes
104,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,other,not_specified,41988.92413,not_specified,disk0/00/00/05/47,,not_specified,not_specified,archive,547,reccomended,not_specified,not_specified,,42209.35488,institution_repo,other,['manuscript'],not_applicable,show,not_applicable,no_req,9/27/2010,green,"Deposit is ""encouraged"" at ""earliest possible opportunity""",,http://libguides.unco.edu/content.php?pid=322118&sid=2770946,University of Northern Colorado Library Faculty,research_org,http://library.unco.edu/,http://digitalunc.coalliance.org/,Library faculty resolution preceeded the Faculty Senate resolution by about a year,5,not_mentioned,not_applicable,faculty,12/15/2014 22:10,,University of Northern Colorado Library Faculty,article,http://roarmap.eprints.org/id/eprint/547,1,not_specified
105,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92413,not_specified,disk0/00/00/05/49,,not_specified,not_specified,archive,549,not_specified,not_specified,not_specified,,42209.35488,institution_repo,other,['other'],not_applicable,show,not_applicable,no_req,7/7/2009,blue,"No policy found; announcement indicates policy applies to ""published research"" and faculy are ""directed"" to deposit",,http://pages.uoregon.edu/uosenate/dirsen090/dirPublicAccess/RomanceLanguagesPolicy.pdf,University of Oregon Department of Romance Languages,research_org_subunit,http://uoregon.edu/,https://scholarsbank.uoregon.edu/xmlui/,,6,not_mentioned,not_applicable,faculty,12/15/2014 22:10,,University of Oregon Department of Romance Languages,article,http://roarmap.eprints.org/id/eprint/549,337,not_specified
106,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.92413,not_specified,disk0/00/00/05/50,,not_specified,not_specified,archive,550,not_specified,not_specified,author_final,,42209.35488,institution_repo,other,['manuscript'],not_applicable,show,not_applicable,no_req,9/13/2011,green,"""Statement of principles"" rather than a policy; faculty are ""strongly encouraged"" to participate; participation would includ granting a nonexclusive license",9/13/2011,http://www.upenn.edu/almanac/volumes/v58/n03/openaccess.html,University of Pennsylvania,research_org,http://www.upenn.edu/,http://repository.upenn.edu/,,5,none,not_applicable,faculty,12/15/2014 22:10,,University of Pennsylvania,article,http://roarmap.eprints.org/id/eprint/550,1,not_specified
107,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.92413,required,disk0/00/00/05/51,,not_specified,not_specified,archive,551,not_specified,not_specified,author_final,,42209.35488,institution_repo,other,['manuscript'],not_applicable,show,yes,no_req,3/24/2010,black,No policy found; language of policy [per announcement] applies to law school faculty only; grants a nonexclusive license,,https://mx2.arl.org/Lists/SPARC-OAForum/Message/5436.html,University of Puerto Rico School of Law,research_org_subunit,http://www.law.upr.edu/,http://repositorio.upr.edu:8080/jspui/,,5,none,not_applicable,faculty,12/15/2014 22:10,,University of Puerto Rico School of Law,article,http://roarmap.eprints.org/id/eprint/551,1,yes
108,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.92413,required,disk0/00/00/05/52,,not_specified,not_specified,archive,552,not_specified,not_specified,author_final,,42209.35488,institution_repo,other,['manuscript'],not_applicable,show,yes,no_req,3/21/2013,green,Policy grants a nonexclusive license,4/11/2013,http://www.uri.edu/facsen/about/legislation/legislation_documents/2012-13/Bill_12-13-29.pdf,University of Rhode Island,research_org,http://ww2.uri.edu/,http://digitalcommons.uri.edu/,,6,none,not_applicable,faculty,12/15/2014 22:10,,University of Rhode Island,article,http://roarmap.eprints.org/id/eprint/552,338,yes
109,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,embarg,41988.92413,required,disk0/00/00/05/53,,24m,longer,archive,553,not_specified,not_specified,author_final,,42209.35488,institution_repo,required,['etd'],not_specified,show,not_applicable,no_req,,black,Embargo period of 24 months,,http://web.utk.edu/~thesis/etdpolicy.shtml; http://catalog.utk.edu/content.php?catoid=12&navoid=1061#Theses_and_Dissertations,University of Tennessee,research_org,http://www.utk.edu/,http://www.trace.tennessee.edu/,,5,not_mentioned,not_applicable,not_specified,12/15/2014 22:10,,University of Tennessee,article,http://roarmap.eprints.org/id/eprint/553,1,not_specified
110,,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,publication,publication,42804.53782,required,disk0/00/00/13/15,,not_specified,not_specified,archive,1315,not_specified,no,author_final,42674,42804.53782,institution_repo,required,"['manuscript', 'other']",not_specified,show,yes,no_req,10/19/2016,,,10/19/2016,http://www.lib.utexas.edu/d7/sites/default/files/services/scholarly-publishing/open-access-policy.pdf,University of Texas Libraries,research_org_subunit,http://www.lib.utexas.edu/,https://repositories.lib.utexas.edu/,,5,author_grants,yes,administrative,3/10/2017 12:54,,University of Texas Libraries,article,http://roarmap.eprints.org/id/eprint/1315,4139,yes
111,EOS,http://copyright.library.virginia.edu/support-for-open-access-publishing/uva-library-open-access-fund/,institutional_funding,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,on_deposit,not_specified,41988.92413,requested,disk0/00/00/05/54,,0m,0m,archive,554,permitted,not_specified,not_specified,2010-02,42209.3549,institution_repo,recommended,"['manuscript', 'book', 'book_section', 'other']",not_applicable,show,no,req_diff_open,2010-02,amber,,2010-02,http://www.virginia.edu/facultysenate/wp-content/uploads/2013/08/OpenAccessResolution2-5-2010Revision.pdf,University of Virginia,research_org,http://www.virginia.edu/,http://libra.virginia.edu/,"Verified by Ramsey, Ellen C. 
Email: ecr2c@eservices.virginia.edu
10/11/14",8,author_retains,not_specified,faculty,12/15/2014 22:10,,University of Virginia,article,http://roarmap.eprints.org/id/eprint/554,339,no
112,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92414,not_specified,disk0/00/00/05/55,,not_specified,not_specified,archive,555,not_specified,not_specified,not_specified,,42209.3549,not_specified,other,['not_specified'],not_applicable,show,not_applicable,no_req,,black,"Library faculty ""declaration"" rather than a policy; faculty ""are committed to providing open access """,,http://www.uwec.edu/Library/services/openaccessdeclaration.htm,University of Wisconsin Eau Claire: WD McIntyre Library,research_org_subunit,http://www.uwec.edu/index.htm,http://minds.wisconsin.edu/,,5,none,not_applicable,faculty,12/15/2014 22:10,,University of Wisconsin - Eau Claire: WD McIntyre Library,article,http://roarmap.eprints.org/id/eprint/555,1,not_specified
113,MAS,,not_mentioned,not_applicable,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,42262.53101,requested,disk0/00/00/08/47,,not_specified,not_specified,archive,847,not_specified,no,not_specified,,42262.53101,not_specified,not_mentioned,['not_specified'],not_specified,show,not_specified,not_specified,2012-02,,,,https://library.citytech.cuny.edu/about/policies/openaccess.php,Ursula C. Schwerin Library New York City College of Technology CUNY,research_org_subunit,https://library.citytech.cuny.edu/,http://academicworks.cuny.edu/ny/,,4,not_mentioned,not_specified,faculty,9/15/2015 12:44,,"Ursula C. Schwerin Library, New York City College of Technology, CUNY",article,http://roarmap.eprints.org/id/eprint/847,1058,not_applicable
114,EOS,,not_mentioned,not_applicable,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92414,requested,disk0/00/00/05/56,,not_specified,not_specified,archive,556,not_specified,not_specified,other,,42209.3549,institution_repo,other,['manuscript'],not_applicable,show,yes,no_req,5/30/2012,green,"Policy grants a nonexclusive license ""to each of 
their scholarly articles, in any medium""; deposits are intended ""to ensure the widest possible disemination""",,http://roarmap.eprints.org/653/1/535.pdf,Utah State University,research_org,http://www.usu.edu/,http://digitalcommons.usu.edu/,,5,none,not_applicable,faculty,12/15/2014 22:10,,Utah State University,article,http://roarmap.eprints.org/id/eprint/556,1,yes
115,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,other,acceptance,41988.92414,required,disk0/00/00/05/57,,not_specified,not_specified,archive,557,reccomended,not_specified,not_specified,,42209.3549,institution_repo,recommended,['manuscript'],not_applicable,show,yes,no_req,,black,"Library faculty policy; faculty submit their work ""as soon as possible after acceptance for publication""; policy grants a nonexclusive license",,http://library.valpo.edu/policies/openaccess.html,Valparaiso University,research_org_subunit,http://www.valpo.edu/,http://scholar.valpo.edu/,,6,none,not_applicable,faculty,12/15/2014 22:10,,Valparaiso University,article,http://roarmap.eprints.org/id/eprint/557,340,yes
116,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,other,41988.92414,required,disk0/00/00/05/58,,12m,12m,archive,558,not_specified,not_specified,published,,42209.3549,institution_repo,required,['etd'],not_specified,show,not_applicable,no_req,,black,ETD policy; students have 2 weeks to submit their ETD,,http://etd.vt.edu/index.html,Virginia Tech,research_org_subunit,http://www.vt.edu/,http://vtechworks.lib.vt.edu/,Cross referenced FAQs here: http://etd.vt.edu/etdfaq.html#faq10,8,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,Virginia Tech,article,http://roarmap.eprints.org/id/eprint/558,599,not_specified
117,EOS,http://www.lib.vt.edu/oafund/index.html,institutional_funding,no,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.92414,required,disk0/00/00/05/59,,not_specified,not_specified,archive,559,reccomended,no,author_final,,42209.3549,institution_repo,recommended,['manuscript'],not_applicable,show,no,no_req,8/1/2013,green,"Library facutly policy; policy states that ""Each faculty member further endeavors to provide an electronic copy of other scholarly works 
for dissemination and preservation...""; ""The faculty author retains copyright unless that author chooses to transfer the copyright.""; policy grants a nonexclusive license",,http://www.lib.vt.edu/openaccess/lfa-oa-policy.pdf,Virginia Tech Library Faculty Association,research_org_subunit,http://www.lib.vt.edu/,http://vtechworks.lib.vt.edu/,,8,author_grants,not_applicable,faculty,12/15/2014 22:10,,Virginia Tech Library Faculty Association,article,http://roarmap.eprints.org/id/eprint/559,599,yes
118,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,other,41988.92414,required,disk0/00/00/05/60,,not_specified,not_specified,archive,560,reccomended,not_specified,author_final,,42209.3549,institution_repo,recommended,['manuscript'],not_applicable,show,yes,no_req,2/1/2010,green,"Library faculty policy only; deposit made ""as soon as 
possible, respecting some publishers’ requests for embargo""; policy grants a nonexclusive license",,http://zsr.wfu.edu/documents/ZSR_Librarians_Assembly_Open_Access_Policy.pdf,Wake Forest University Z Smith Reynolds Library Faculty,research_org_subunit,http://www.wfu.edu/,http://wakespace.lib.wfu.edu/handle/10339/14934,,5,none,not_applicable,faculty,12/15/2014 22:10,,Wake Forest University Z Smith Reynolds Library Faculty,article,http://roarmap.eprints.org/id/eprint/560,1,yes
119,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.92414,required,disk0/00/00/05/61,,not_specified,not_specified,archive,561,not_specified,not_specified,author_final,,42209.3549,institution_repo,recommended,['manuscript'],not_applicable,show,yes,no_req,2/6/2013,green,Policy grants a nonexclusive license,,http://www.wellesley.edu/sites/default/files/assets/departments/provost/files/openaccesspolicy2.13.13.pdf,Wellesley College,research_org,http://www.wellesley.edu/,http://repository.wellesley.edu/,,5,none,not_applicable,faculty,12/15/2014 22:10,,Wellesley College,article,http://roarmap.eprints.org/id/eprint/561,1,yes
120,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92416,required,disk0/00/00/05/62,,not_specified,not_specified,archive,562,not_specified,not_specified,not_specified,,42209.35491,institution_repo,recommended,['etd'],not_applicable,show,yes,no_req,1/1/1998,black,"Thesis policy; ""Exceptions to filing electronically must be approved by the Office of the Provost""",,http://www.wvu.edu/~thesis/News/ETDpolicysummary.pdf,West Virginia University,research_org_subunit,http://www.wvu.edu/,http://wvuscholar.wvu.edu:8881/R?RN=17903662,,5,none,not_applicable,not_specified,12/15/2014 22:10,,West Virginia University,article,http://roarmap.eprints.org/id/eprint/562,1,yes
121,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92416,not_specified,disk0/00/00/05/63,,12m,12m,archive,563,not_specified,not_specified,published,,42209.35491,not_specified,not_mentioned,['etd'],not_specified,show,not_applicable,no_req,,black,"Thesis policy; policy is not available, handbook provides some detail, but not much",,http://webs.wichita.edu/depttools/depttoolsmemberfiles/gradschool/ThesisDissertationManual.pdf,Wichita State University,research_org_subunit,http://www.wichita.edu/thisis/,http://soar.wichita.edu/,,5,none,not_applicable,not_specified,12/15/2014 22:10,,Wichita State University,article,http://roarmap.eprints.org/id/eprint/563,1,not_specified
122,EOS,,other,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,publication,publication,42093.64976,required,disk0/00/00/07/20,,not_specified,not_specified,archive,720,permitted,not_specified,author_final,,42209.35524,any_repo,required,['manuscript'],not_specified,show,yes,req_diff_open,3/18/2015,,,3/18/2015,https://wikimediafoundation.org/wiki/Open_access_policy,Wikimedia Foundation,funder_and_research_org,https://wikimediafoundation.org,,,8,author_retains,yes,administrative,3/30/2015 15:35,,Wikimedia Foundation,article,http://roarmap.eprints.org/id/eprint/720,606,yes
123,,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,other,not_specified,42831.70164,requested,disk0/00/00/13/33,,not_specified,not_specified,archive,1333,not_specified,no,author_final,,42831.70164,institution_repo,required,"['manuscript', 'book', 'book_section', 'data', 'other']",not_specified,show,no,not_specified,10/12/2016,,"The Woods Hole Oceanographic Institution (WHOI) is committed to disseminating the fruits of its research and scholarship as widely as possible. In keeping with that commitment, WHOI adopts the following policy: Each WHOI author grants to WHOI nonexclusive permission to make available his or her scholarly articles and to exercise the copyright in those articles for the purpose of open dissemination. In legal terms, each WHOI author grants to WHOI a nonexclusive, irrevocable, paid-up, worldwide license to exercise any and all rights under copyright relating to each of his or her scholarly articles, in any medium, provided that the articles are not sold for a profit, and to authorize others to do the same. The policy will also apply to all scholarly articles written while the person is employed or registered as a student at WHOI except for any articles completed before the adoption of this policy and any articles for which the WHOI author entered into an incompatible licensing or assignment agreement before the adoption of this policy.",3/27/2017,http://www.mblwhoilibrary.org/services/whoi-open-access-policy,Woods Hole Oceanographic Institution,research_org,https://www.whoi.edu/,https://darchive.mblwhoilibrary.org/,,6,author_grants,not_applicable,other,4/6/2017 16:50,1332,Woods Hole Oceanographic Institution,article,http://roarmap.eprints.org/id/eprint/1333,4304,no
